time,y_hif,y_o2,y_p300,y_p53,y_casp,y_kp
0.9800,1.68041217,0.88530137,0.05060029,0.04667475,0.09110132,0.10751513
0.9900,1.68147353,0.88828268,0.05102943,0.04712783,0.09196289,0.10916514
1.0000,1.68247474,0.89120670,0.05145702,0.04758045,0.09282314,0.11081851
1.0100,1.68341713,0.89407482,0.05188308,0.04803262,0.09368208,0.11247509
1.0200,1.68430196,0.89688839,0.05230761,0.04848434,0.09453971,0.11413477
1.0300,1.68513051,0.89964875,0.05273063,0.04893560,0.09539603,0.11579741
1.0400,1.68590400,0.90235720,0.05315213,0.04938641,0.09625104,0.11746287
1.0500,1.68662364,0.90501501,0.05357214,0.04983677,0.09710475,0.11913105
1.0600,1.68729063,0.90762342,0.05399066,0.05028669,0.09795716,0.12080181
1.0700,1.68790612,0.91018367,0.05440770,0.05073615,0.09880826,0.12247503
1.0800,1.68847125,0.91269694,0.05482327,0.05118516,0.09965806,0.12415061
1.0900,1.68898715,0.91516441,0.05523737,0.05163372,0.10050657,0.12582842
1.1000,1.68945489,0.91758722,0.05565003,0.05208183,0.10135378,0.12750835
1.1100,1.68987557,0.91996650,0.05606125,0.05252950,0.10219969,0.12919029
1.1200,1.69025022,0.92230335,0.05647103,0.05297672,0.10304432,0.13087414
1.1300,1.69057987,0.92459882,0.05687939,0.05342349,0.10388765,0.13255979
1.1400,1.69086553,0.92685399,0.05728634,0.05386981,0.10472969,0.13424715
1.1500,1.69110819,0.92906986,0.05769188,0.05431568,0.10557044,0.13593610
1.1600,1.69130881,0.93124745,0.05809602,0.05476111,0.10640991,0.13762654
1.1700,1.69146833,0.93338774,0.05849878,0.05520610,0.10724810,0.13931840
1.1800,1.69158768,0.93549169,0.05890017,0.05565064,0.10808500,0.14101156
1.1900,1.69166777,0.93756023,0.05930018,0.05609473,0.10892062,0.14270595
1.2000,1.69170947,0.93959429,0.05969884,0.05653838,0.10975496,0.14440146
1.2100,1.69171366,0.94159475,0.06009614,0.05698159,0.11058803,0.14609801
1.2200,1.69168118,0.94356250,0.06049211,0.05742435,0.11141982,0.14779552
1.2300,1.69161286,0.94549839,0.06088674,0.05786667,0.11225034,0.14949389
1.2400,1.69150952,0.94740326,0.06128006,0.05830855,0.11307958,0.15119306
1.2500,1.69137194,0.94927792,0.06167205,0.05874998,0.11390756,0.15289293
1.2600,1.69120090,0.95112318,0.06206274,0.05919097,0.11473426,0.15459343
1.2700,1.69099717,0.95293980,0.06245214,0.05963153,0.11555970,0.15629449
1.2800,1.69076147,0.95472856,0.06284025,0.06007164,0.11638387,0.15799601
1.2900,1.69049455,0.95649020,0.06322708,0.06051131,0.11720678,0.15969794
1.3000,1.69019711,0.95822543,0.06361263,0.06095054,0.11802843,0.16140021
1.3100,1.68986983,0.95993498,0.06399693,0.06138933,0.11884882,0.16310273
1.3200,1.68951341,0.96161953,0.06437997,0.06182768,0.11966795,0.16480544
1.3300,1.68912850,0.96327977,0.06476177,0.06226559,0.12048582,0.16650827
1.3400,1.68871576,0.96491634,0.06514233,0.06270307,0.12130244,0.16821116
1.3500,1.68827581,0.96652989,0.06552166,0.06314011,0.12211780,0.16991404
1.3600,1.68780927,0.96812106,0.06589978,0.06357671,0.12293191,0.17161685
1.3700,1.68731676,0.96969045,0.06627668,0.06401287,0.12374478,0.17331953
1.3800,1.68679886,0.97123866,0.06665237,0.06444860,0.12455639,0.17502201
1.3900,1.68625615,0.97276628,0.06702688,0.06488389,0.12536676,0.17672424
1.4000,1.68568920,0.97427389,0.06740019,0.06531874,0.12617588,0.17842616
1.4100,1.68509856,0.97576202,0.06777233,0.06575316,0.12698376,0.18012771
1.4200,1.68448476,0.97723123,0.06814329,0.06618715,0.12779040,0.18182883
1.4300,1.68384835,0.97868206,0.06851310,0.06662070,0.12859580,0.18352948
1.4400,1.68318982,0.98011500,0.06888174,0.06705381,0.12939996,0.18522960
1.4500,1.68250970,0.98153057,0.06924924,0.06748650,0.13020288,0.18692913
1.4600,1.68180846,0.98292927,0.06961560,0.06791875,0.13100457,0.18862803
1.4700,1.68108659,0.98431156,0.06998083,0.06835057,0.13180503,0.19032625
1.4800,1.68034456,0.98567792,0.07034493,0.06878195,0.13260425,0.19202373
1.4900,1.67958283,0.98702880,0.07070792,0.06921290,0.13340224,0.19372044
1.5000,1.67880185,0.98836465,0.07106980,0.06964343,0.13419901,0.19541631
1.5100,1.67800205,0.98968590,0.07143058,0.07007352,0.13499455,0.19711132
1.5200,1.67718387,0.99099298,0.07179026,0.07050318,0.13578886,0.19880541
1.5300,1.67634772,0.99228629,0.07214885,0.07093241,0.13658196,0.20049853
1.5400,1.67549401,0.99356625,0.07250637,0.07136121,0.13737383,0.20219066
1.5500,1.67462314,0.99483323,0.07286282,0.07178959,0.13816448,0.20388173
1.5600,1.67373550,0.99608764,0.07321820,0.07221753,0.13895391,0.20557172
1.5700,1.67283148,0.99732983,0.07357252,0.07264505,0.13974212,0.20726059
1.5800,1.67191144,0.99856017,0.07392580,0.07307213,0.14052912,0.20894829
1.5900,1.67097575,0.99977902,0.07427803,0.07349879,0.14131491,0.21063478
1.6000,1.67002477,1.00098672,0.07462922,0.07392503,0.14209948,0.21232003
1.6100,1.66905884,1.00218360,0.07497939,0.07435083,0.14288285,0.21400401
1.6200,1.66807830,1.00337001,0.07532853,0.07477621,0.14366500,0.21568667
1.6300,1.66708348,1.00454625,0.07567666,0.07520117,0.14444595,0.21736798
1.6400,1.66607471,1.00571264,0.07602378,0.07562570,0.14522570,0.21904790
1.6500,1.66505230,1.00686948,0.07636991,0.07604980,0.14600424,0.22072641
1.6600,1.66401657,1.00801707,0.07671503,0.07647348,0.14678158,0.22240347
1.6700,1.66296781,1.00915570,0.07705917,0.07689674,0.14755771,0.22407904
1.6800,1.66190632,1.01028565,0.07740233,0.07731957,0.14833265,0.22575309
1.6900,1.66083239,1.01140719,0.07774451,0.07774198,0.14910640,0.22742560
1.7000,1.65974630,1.01252059,0.07808573,0.07816397,0.14987894,0.22909654
1.7100,1.65864833,1.01362611,0.07842598,0.07858553,0.15065030,0.23076587
1.7200,1.65753874,1.01472401,0.07876528,0.07900667,0.15142046,0.23243356
1.7300,1.65641780,1.01581452,0.07910363,0.07942739,0.15218943,0.23409959
1.7400,1.65528576,1.01689790,0.07944104,0.07984769,0.15295721,0.23576392
1.7500,1.65414288,1.01797438,0.07977752,0.08026757,0.15372380,0.23742654
1.7600,1.65298940,1.01904418,0.08011306,0.08068703,0.15448921,0.23908741
1.7700,1.65182556,1.02010753,0.08044769,0.08110607,0.15525343,0.24074651
1.7800,1.65065160,1.02116465,0.08078139,0.08152468,0.15601648,0.24240381
1.7900,1.64946774,1.02221575,0.08111419,0.08194289,0.15677834,0.24405929
1.8000,1.64827421,1.02326102,0.08144608,0.08236067,0.15753902,0.24571292
1.8100,1.64707122,1.02430068,0.08177707,0.08277803,0.15829852,0.24736468
1.8200,1.64585900,1.02533492,0.08210718,0.08319498,0.15905685,0.24901455
1.8300,1.64463774,1.02636393,0.08243639,0.08361150,0.15981400,0.25066250
1.8400,1.64340766,1.02738790,0.08276473,0.08402761,0.16056998,0.25230850
1.8500,1.64216895,1.02840700,0.08309219,0.08444331,0.16132479,0.25395255
1.8600,1.64092181,1.02942141,0.08341878,0.08485859,0.16207843,0.25559461
1.8700,1.63966643,1.03043130,0.08374452,0.08527345,0.16283090,0.25723466
1.8800,1.63840300,1.03143685,0.08406939,0.08568790,0.16358220,0.25887269
1.8900,1.63713169,1.03243820,0.08439342,0.08610193,0.16433234,0.26050867
1.9000,1.63585269,1.03343553,0.08471660,0.08651555,0.16508131,0.26214259
1.9100,1.63456617,1.03442898,0.08503894,0.08692875,0.16582912,0.26377442
1.9200,1.63327230,1.03541870,0.08536044,0.08734154,0.16657578,0.26540414
1.9300,1.63197125,1.03640484,0.08568112,0.08775392,0.16732127,0.26703174
1.9400,1.63066318,1.03738755,0.08600098,0.08816589,0.16806561,0.26865720
1.9500,1.62934825,1.03836696,0.08632002,0.08857744,0.16880879,0.27028050
1.9600,1.62802661,1.03934320,0.08663824,0.08898858,0.16955081,0.27190163
1.9700,1.62669843,1.04031642,0.08695567,0.08939931,0.17029169,0.27352055
1.9800,1.62536384,1.04128672,0.08727229,0.08980962,0.17103141,0.27513727
1.9900,1.62402300,1.04225425,0.08758811,0.09021953,0.17176998,0.27675176
2.0000,1.62267604,1.04321912,0.08790315,0.09062903,0.17250741,0.27836400
2.0100,1.62132311,1.04418145,0.08821740,0.09103811,0.17324369,0.27997399
2.0200,1.61996434,1.04514135,0.08853088,0.09144679,0.17397882,0.28158170
2.0300,1.61859987,1.04609893,0.08884358,0.09185506,0.17471282,0.28318712
2.0400,1.61722982,1.04705432,0.08915551,0.09226292,0.17544567,0.28479023
2.0500,1.61585433,1.04800760,0.08946667,0.09267037,0.17617738,0.28639103
2.0600,1.61447352,1.04895888,0.08977708,0.09307741,0.17690795,0.28798949
2.0700,1.61308751,1.04990827,0.09008674,0.09348405,0.17763738,0.28958560
2.0800,1.61169643,1.05085586,0.09039564,0.09389027,0.17836568,0.29117935
2.0900,1.61030038,1.05180175,0.09070381,0.09429610,0.17909284,0.29277073
2.1000,1.60889949,1.05274603,0.09101123,0.09470151,0.17981888,0.29435972
2.1100,1.60749387,1.05368878,0.09131793,0.09510652,0.18054378,0.29594631
2.1200,1.60608362,1.05463010,0.09162389,0.09551112,0.18126755,0.29753049
2.1300,1.60466886,1.05557008,0.09192913,0.09591532,0.18199020,0.29911224
2.1400,1.60324969,1.05650879,0.09223365,0.09631912,0.18271171,0.30069155
2.1500,1.60182622,1.05744631,0.09253746,0.09672251,0.18343211,0.30226842
2.1600,1.60039854,1.05838273,0.09284056,0.09712549,0.18415138,0.30384283
2.1700,1.59896675,1.05931812,0.09314295,0.09752808,0.18486953,0.30541476
2.1800,1.59753096,1.06025255,0.09344465,0.09793026,0.18558656,0.30698421
2.1900,1.59609126,1.06118610,0.09374565,0.09833203,0.18630247,0.30855117
2.2000,1.59464773,1.06211884,0.09404596,0.09873341,0.18701726,0.31011563
2.2100,1.59320048,1.06305083,0.09434558,0.09913438,0.18773094,0.31167757
2.2200,1.59174959,1.06398215,0.09464453,0.09953495,0.18844350,0.31323699
2.2300,1.59029514,1.06491285,0.09494280,0.09993512,0.18915495,0.31479388
2.2400,1.58883724,1.06584300,0.09524039,0.10033489,0.18986529,0.31634822
2.2500,1.58737595,1.06677266,0.09553732,0.10073426,0.19057452,0.31790001
2.2600,1.58591136,1.06770190,0.09583359,0.10113323,0.19128264,0.31944924
2.2700,1.58444355,1.06863076,0.09612919,0.10153180,0.19198966,0.32099589
2.2800,1.58297261,1.06955931,0.09642415,0.10192997,0.19269557,0.32253997
2.2900,1.58149860,1.07048759,0.09671845,0.10232775,0.19340038,0.32408146
2.3000,1.58002161,1.07141567,0.09701211,0.10272512,0.19410408,0.32562035
2.3100,1.57854171,1.07234359,0.09730513,0.10312210,0.19480669,0.32715664
2.3200,1.57705898,1.07327141,0.09759751,0.10351867,0.19550819,0.32869031
2.3300,1.57557348,1.07419917,0.09788926,0.10391486,0.19620860,0.33022137
2.3400,1.57408528,1.07512692,0.09818038,0.10431064,0.19690791,0.33174979
2.3500,1.57259446,1.07605471,0.09847088,0.10470603,0.19760613,0.33327559
2.3600,1.57110108,1.07698258,0.09876076,0.10510102,0.19830325,0.33479873
2.3700,1.56960522,1.07791057,0.09905002,0.10549562,0.19899929,0.33631923
2.3800,1.56810692,1.07883873,0.09933867,0.10588982,0.19969423,0.33783707
2.3900,1.56660627,1.07976710,0.09962672,0.10628363,0.20038808,0.33935225
2.4000,1.56510332,1.08069572,0.09991416,0.10667704,0.20108085,0.34086476
2.4100,1.56359813,1.08162463,0.10020100,0.10707006,0.20177253,0.34237459
2.4200,1.56209077,1.08255386,0.10048725,0.10746269,0.20246313,0.34388173
2.4300,1.56058129,1.08348345,0.10077291,0.10785492,0.20315264,0.34538619
2.4400,1.55906975,1.08441344,0.10105798,0.10824676,0.20384108,0.34688795
2.4500,1.55755621,1.08534387,0.10134246,0.10863821,0.20452843,0.34838701
2.4600,1.55604072,1.08627475,0.10162637,0.10902927,0.20521471,0.34988337
2.4700,1.55452335,1.08720614,0.10190970,0.10941993,0.20589991,0.35137701
2.4800,1.55300414,1.08813805,0.10219246,0.10981020,0.20658403,0.35286794
2.4900,1.55148316,1.08907052,0.10247466,0.11020009,0.20726708,0.35435614
2.5000,1.54996044,1.09000359,0.10275629,0.11058958,0.20794906,0.35584161
2.5100,1.54843604,1.09093727,0.10303736,0.11097868,0.20862996,0.35732435
2.5200,1.54691002,1.09187159,0.10331787,0.11136739,0.20930980,0.35880435
2.5300,1.54538242,1.09280660,0.10359784,0.11175571,0.20998857,0.36028161
2.5400,1.54385330,1.09374230,0.10387725,0.11214365,0.21066627,0.36175613
2.5500,1.54232269,1.09467872,0.10415612,0.11253119,0.21134291,0.36322789
2.5600,1.54079065,1.09561590,0.10443445,0.11291835,0.21201848,0.36469689
2.5700,1.53925722,1.09655385,0.10471224,0.11330512,0.21269299,0.36616314
2.5800,1.53772246,1.09749259,0.10498950,0.11369150,0.21336644,0.36762662
2.5900,1.53618639,1.09843216,0.10526622,0.11407750,0.21403883,0.36908733
2.6000,1.53464908,1.09937257,0.10554242,0.11446311,0.21471016,0.37054527
2.6100,1.53311056,1.10031384,0.10581810,0.11484833,0.21538044,0.37200044
2.6200,1.53157087,1.10125599,0.10609326,0.11523317,0.21604966,0.37345282
2.6300,1.53003006,1.10219905,0.10636790,0.11561762,0.21671783,0.37490243
2.6400,1.52848816,1.10314303,0.10664203,0.11600169,0.21738495,0.37634924
2.6500,1.52694522,1.10408795,0.10691565,0.11638537,0.21805101,0.37779327
2.6600,1.52540129,1.10503383,0.10718876,0.11676867,0.21871603,0.37923451
2.6700,1.52385639,1.10598068,0.10746138,0.11715158,0.21937999,0.38067295
2.6800,1.52231056,1.10692853,0.10773349,0.11753411,0.22004292,0.38210859
2.6900,1.52076385,1.10787739,0.10800511,0.11791626,0.22070479,0.38354143
2.7000,1.51921630,1.10882727,0.10827624,0.11829803,0.22136563,0.38497146
2.7100,1.51766793,1.10977819,0.10854687,0.11867941,0.22202542,0.38639869
2.7200,1.51611879,1.11073017,0.10881703,0.11906041,0.22268417,0.38782311
2.7300,1.51456891,1.11168321,0.10908670,0.11944103,0.22334188,0.38924472
2.7400,1.51301832,1.11263734,0.10935589,0.11982127,0.22399855,0.39066351
2.7500,1.51146707,1.11359257,0.10962461,0.12020113,0.22465419,0.39207949
2.7600,1.50991519,1.11454890,0.10989285,0.12058060,0.22530879,0.39349265
2.7700,1.50836270,1.11550635,0.11016063,0.12095970,0.22596236,0.39490299
2.7800,1.50680965,1.11646494,0.11042794,0.12133842,0.22661489,0.39631051
2.7900,1.50525606,1.11742467,0.11069478,0.12171676,0.22726640,0.39771520
2.8000,1.50370197,1.11838556,0.11096117,0.12209471,0.22791688,0.39911707
2.8100,1.50214741,1.11934761,0.11122710,0.12247230,0.22856632,0.40051611
2.8200,1.50059241,1.12031084,0.11149258,0.12284950,0.22921474,0.40191232
2.8300,1.49903700,1.12127525,0.11175761,0.12322632,0.22986214,0.40330570
2.8400,1.49748122,1.12224086,0.11202219,0.12360277,0.23050851,0.40469625
2.8500,1.49592508,1.12320767,0.11228633,0.12397884,0.23115386,0.40608396
2.8600,1.49436863,1.12417570,0.11255003,0.12435453,0.23179819,0.40746885
2.8700,1.49281189,1.12514494,0.11281329,0.12472985,0.23244150,0.40885089
2.8800,1.49125490,1.12611542,0.11307611,0.12510479,0.23308379,0.41023010
2.8900,1.48969767,1.12708713,0.11333850,0.12547936,0.23372507,0.41160647
2.9000,1.48814023,1.12806009,0.11360047,0.12585355,0.23436533,0.41298000
2.9100,1.48658263,1.12903430,0.11386201,0.12622737,0.23500457,0.41435070
2.9200,1.48502487,1.13000977,0.11412312,0.12660081,0.23564280,0.41571855
2.9300,1.48346699,1.13098650,0.11438381,0.12697388,0.23628002,0.41708356
2.9400,1.48190902,1.13196450,0.11464409,0.12734657,0.23691624,0.41844573
2.9500,1.48035097,1.13294378,0.11490396,0.12771889,0.23755144,0.41980506
2.9600,1.47879289,1.13392434,0.11516341,0.12809084,0.23818563,0.42116155
2.9700,1.47723479,1.13490619,0.11542245,0.12846241,0.23881882,0.42251519
2.9800,1.47567669,1.13588933,0.11568109,0.12883362,0.23945101,0.42386599
2.9900,1.47411863,1.13687377,0.11593932,0.12920445,0.24008219,0.42521395
3.0000,1.47256063,1.13785951,0.11619716,0.12957491,0.24071237,0.42655907
3.0100,1.47100271,1.13884655,0.11645459,0.12994500,0.24134156,0.42790134
3.0200,1.46944489,1.13983491,0.11671163,0.13031472,0.24196974,0.42924076
3.0300,1.46788720,1.14082458,0.11696828,0.13068406,0.24259692,0.43057735
3.0400,1.46632967,1.14181556,0.11722454,0.13105304,0.24322311,0.43191109
3.0500,1.46477231,1.14280787,0.11748042,0.13142165,0.24384830,0.43324199
3.0600,1.46321515,1.14380150,0.11773591,0.13178989,0.24447250,0.43457005
3.0700,1.46165821,1.14479646,0.11799102,0.13215776,0.24509571,0.43589526
3.0800,1.46010151,1.14579274,0.11824575,0.13252526,0.24571793,0.43721763
3.0900,1.45854508,1.14679036,0.11850010,0.13289240,0.24633916,0.43853716
3.1000,1.45698894,1.14778932,0.11875408,0.13325916,0.24695940,0.43985385
3.1100,1.45543310,1.14878961,0.11900769,0.13362556,0.24757865,0.44116770
3.1200,1.45387759,1.14979123,0.11926093,0.13399159,0.24819692,0.44247871
3.1300,1.45232244,1.15079420,0.11951381,0.13435726,0.24881420,0.44378688
3.1400,1.45076765,1.15179851,0.11976632,0.13472256,0.24943051,0.44509222
3.1500,1.44921326,1.15280417,0.12001848,0.13508749,0.25004583,0.44639471
3.1600,1.44765928,1.15381116,0.12027027,0.13545206,0.25066017,0.44769437
3.1700,1.44610573,1.15481950,0.12052171,0.13581626,0.25127353,0.44899119
3.1800,1.44455263,1.15582919,0.12077279,0.13618010,0.25188592,0.45028518
3.1900,1.44300000,1.15684023,0.12102353,0.13654357,0.25249732,0.45157634
3.2000,1.44144787,1.15785261,0.12127392,0.13690668,0.25310776,0.45286466
3.2100,1.43989624,1.15886634,0.12152396,0.13726943,0.25371722,0.45415015
3.2200,1.43834514,1.15988142,0.12177366,0.13763181,0.25432571,0.45543282
3.2300,1.43679459,1.16089785,0.12202301,0.13799383,0.25493323,0.45671265
3.2400,1.43524461,1.16191563,0.12227203,0.13835549,0.25553978,0.45798966
3.2500,1.43369521,1.16293475,0.12252072,0.13871678,0.25614536,0.45926384
3.2600,1.43214641,1.16395523,0.12276906,0.13907771,0.25674998,0.46053520
3.2700,1.43059823,1.16497705,0.12301708,0.13943828,0.25735363,0.46180373
3.2800,1.42905068,1.16600022,0.12326477,0.13979849,0.25795632,0.46306945
3.2900,1.42750380,1.16702473,0.12351213,0.14015834,0.25855804,0.46433234
3.3000,1.42595758,1.16805059,0.12375917,0.14051783,0.25915880,0.46559242
3.3100,1.42441206,1.16907780,0.12400588,0.14087696,0.25975861,0.46684968
3.3200,1.42286724,1.17010635,0.12425228,0.14123573,0.26035745,0.46810413
3.3300,1.42132314,1.17113624,0.12449835,0.14159414,0.26095534,0.46935576
3.3400,1.41977978,1.17216748,0.12474412,0.14195219,0.26155227,0.47060458
3.3500,1.41823718,1.17320006,0.12498956,0.14230988,0.26214825,0.47185060
3.3600,1.41669535,1.17423397,0.12523470,0.14266721,0.26274327,0.47309381
3.3700,1.41515431,1.17526922,0.12547953,0.14302419,0.26333734,0.47433421
3.3800,1.41361408,1.17630581,0.12572405,0.14338080,0.26393046,0.47557181
