time,y_hif,y_o2,y_p300,y_p53,y_casp,y_kp
20.3000,0.56910755,2.55173563,0.42273862,0.43330853,0.56717084,1.10697662
20.4000,0.56834013,2.55479610,0.42390520,0.43395386,0.56714239,1.10852442
20.5000,0.56758315,2.55782206,0.42506495,0.43459269,0.56710768,1.11006647
20.6000,0.56683643,2.56081395,0.42621788,0.43522508,0.56706683,1.11160284
20.7000,0.56609979,2.56377221,0.42736402,0.43585111,0.56701997,1.11313359
20.8000,0.56537305,2.56669727,0.42850341,0.43647083,0.56696721,1.11465876
20.9000,0.56465606,2.56958957,0.42963605,0.43708430,0.56690869,1.11617841
21.0000,0.56394864,2.57244952,0.43076199,0.43769160,0.56684451,1.11769260
21.1000,0.56325063,2.57527754,0.43188125,0.43829278,0.56677479,1.11920138
21.2000,0.56256187,2.57807404,0.43299385,0.43888791,0.56669966,1.12070479
21.3000,0.56188221,2.58083944,0.43409982,0.43947704,0.56661923,1.12220288
21.4000,0.56121150,2.58357412,0.43519918,0.44006023,0.56653360,1.12369571
21.5000,0.56054958,2.58627849,0.43629197,0.44063755,0.56644290,1.12518331
21.6000,0.55989631,2.58895292,0.43737821,0.44120905,0.56634722,1.12666574
21.7000,0.55925156,2.59159782,0.43845793,0.44177479,0.56624667,1.12814303
21.8000,0.55861516,2.59421355,0.43953115,0.44233484,0.56614137,1.12961522
21.9000,0.55798700,2.59680049,0.44059790,0.44288923,0.56603140,1.13108236
22.0000,0.55736694,2.59935900,0.44165822,0.44343804,0.56591689,1.13254449
22.1000,0.55675484,2.60188946,0.44271212,0.44398132,0.56579792,1.13400164
22.2000,0.55615057,2.60439221,0.44375963,0.44451912,0.56567460,1.13545385
22.3000,0.55555401,2.60686762,0.44480079,0.44505151,0.56554703,1.13690117
22.4000,0.55496504,2.60931602,0.44583561,0.44557852,0.56541529,1.13834361
22.5000,0.55438353,2.61173777,0.44686414,0.44610022,0.56527950,1.13978122
22.6000,0.55380936,2.61413320,0.44788639,0.44661666,0.56513972,1.14121402
22.7000,0.55324242,2.61650264,0.44890239,0.44712790,0.56499607,1.14264206
22.8000,0.55268259,2.61884643,0.44991218,0.44763398,0.56484863,1.14406536
22.9000,0.55212976,2.62116489,0.45091578,0.44813496,0.56469749,1.14548395
23.0000,0.55158382,2.62345834,0.45191321,0.44863088,0.56454274,1.14689786
23.1000,0.55104466,2.62572709,0.45290452,0.44912181,0.56438446,1.14830711
23.2000,0.55051217,2.62797146,0.45388972,0.44960778,0.56422274,1.14971174
23.3000,0.54998626,2.63019176,0.45486884,0.45008885,0.56405766,1.15111177
23.4000,0.54946682,2.63238828,0.45584192,0.45056507,0.56388931,1.15250722
23.5000,0.54895375,2.63456132,0.45680897,0.45103649,0.56371776,1.15389813
23.6000,0.54844695,2.63671119,0.45777004,0.45150315,0.56354309,1.15528450
23.7000,0.54794632,2.63883816,0.45872514,0.45196511,0.56336539,1.15666637
23.8000,0.54745178,2.64094253,0.45967431,0.45242240,0.56318473,1.15804376
23.9000,0.54696323,2.64302457,0.46061758,0.45287508,0.56300118,1.15941669
24.0000,0.54648057,2.64508457,0.46155497,0.45332319,0.56281482,1.16078517
24.1000,0.54600372,2.64712279,0.46248651,0.45376679,0.56262573,1.16214923
